-16.683958	-9.209464	0.086203
-16.683958	-9.209464	0.086203
-16.675811	-9.209430	0.086209
-16.675000	-9.209430	0.086209
-16.674914	-9.209430	0.086209
-16.674905	-9.209430	0.086209
-16.674904	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674903	-9.209430	0.086209
-16.674899	-9.209430	0.086209
-16.674870	-9.209430	0.086209
-16.674607	-9.209430	0.086209
-16.672112	-9.209429	0.086209
-16.647331	-9.209313	0.086230
-16.415449	-9.190523	0.087942
-15.215795	-7.760876	0.087458
-8.197260	-7.851923	0.475820
-8.197260	-7.851923	0.475820
-8.195358	-7.851239	0.476302
-8.195277	-7.851222	0.476320
-8.195273	-7.851221	0.476321
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195273	-7.851221	0.476320
-8.195271	-7.851221	0.476321
-8.195236	-7.851210	0.476329
-8.194437	-7.850853	0.476524
-8.177439	-7.838865	0.479654
-7.889270	-7.509981	0.457955
