Column 3| A:0	C:0	G:0	T:0	-:94	
Likelihood	Scale	Scale2
-39.230523	0.917391	1.000000
-39.230523	0.917392	1.000000
-39.230523	0.917393	1.000000
-39.230489	0.911577	1.000000
-39.230489	0.911578	1.000000
-39.230489	0.911579	1.000000
-39.230433	0.901953	1.000000
-39.230433	0.901954	1.000000
-39.230433	0.901955	1.000000
-39.230094	0.843516	1.000000
-39.230094	0.843517	1.000000
-39.230094	0.843518	1.000000
-39.230060	0.837702	1.000000
-39.230060	0.837703	1.000000
-39.230060	0.837704	1.000000
-39.230026	0.831889	1.000000
-39.230026	0.831890	1.000000
-39.230026	0.831891	1.000000
-39.229762	0.786440	1.000000
-39.229762	0.786441	1.000000
-39.229762	0.786442	1.000000
-39.229728	0.780627	1.000000
-39.229728	0.780628	1.000000
-39.229728	0.780629	1.000000
-39.228777	0.617012	1.000000
-39.228777	0.617013	1.000000
-39.228777	0.617014	1.000000
-39.228705	0.604618	1.000000
-39.228705	0.604619	1.000000
-39.228705	0.604620	1.000000
-39.228339	0.541693	1.000000
-39.228339	0.541694	1.000000
-39.228339	0.541695	1.000000
-39.228306	0.535880	1.000000
-39.228306	0.535881	1.000000
-39.228306	0.535882	1.000000
-39.228108	0.501797	1.000000
-39.228108	0.501798	1.000000
-39.228108	0.501799	1.000000
-39.228074	0.495984	1.000000
-39.228074	0.495985	1.000000
-39.228074	0.495986	1.000000
-39.227847	0.457033	1.000000
-39.227847	0.457034	1.000000
-39.227847	0.457035	1.000000
-39.227641	0.421469	1.000000
-39.227641	0.421470	1.000000
-39.227641	0.421471	1.000000
-39.227244	0.353303	1.000000
-39.227244	0.353304	1.000000
-39.227244	0.353305	1.000000
-39.227211	0.347491	1.000000
-39.227211	0.347492	1.000000
-39.227211	0.347493	1.000000
-39.227177	0.341679	1.000000
-39.227177	0.341680	1.000000
-39.227177	0.341681	1.000000
-39.227127	0.333159	1.000000
-39.227127	0.333160	1.000000
-39.227127	0.333161	1.000000
-39.226533	0.230915	1.000000
-39.226533	0.230916	1.000000
-39.226533	0.230917	1.000000
-39.226499	0.225103	1.000000
-39.226499	0.225104	1.000000
-39.226499	0.225105	1.000000
-39.226466	0.219292	1.000000
-39.226466	0.219293	1.000000
-39.226466	0.219294	1.000000
-39.226432	0.213480	1.000000
-39.226432	0.213481	1.000000
-39.226432	0.213482	1.000000
-39.226398	0.207668	1.000000
-39.226398	0.207669	1.000000
-39.226398	0.207670	1.000000
-39.226324	0.194889	1.000000
-39.226324	0.194890	1.000000
-39.226324	0.194891	1.000000
-39.226290	0.189077	1.000000
-39.226290	0.189078	1.000000
-39.226290	0.189079	1.000000
-39.226256	0.183266	1.000000
-39.226256	0.183267	1.000000
-39.226256	0.183268	1.000000
-39.226222	0.177454	1.000000
-39.226222	0.177455	1.000000
-39.226222	0.177456	1.000000
-39.226189	0.171642	1.000000
-39.226189	0.171643	1.000000
-39.226189	0.171644	1.000000
-39.226155	0.165830	1.000000
-39.226155	0.165831	1.000000
-39.226155	0.165832	1.000000
-39.226121	0.160019	1.000000
-39.226121	0.160020	1.000000
-39.226121	0.160021	1.000000
-39.225905	0.122841	1.000000
-39.225905	0.122842	1.000000
-39.225905	0.122843	1.000000
-39.225865	0.115910	1.000000
-39.225865	0.115911	1.000000
-39.225865	0.115912	1.000000
-39.225831	0.110099	1.000000
-39.225831	0.110100	1.000000
-39.225831	0.110101	1.000000
-39.225797	0.104288	1.000000
-39.225797	0.104289	1.000000
-39.225797	0.104290	1.000000
-39.225753	0.096715	1.000000
-39.225753	0.096716	1.000000
-39.225753	0.096717	1.000000
-39.225720	0.090904	1.000000
-39.225720	0.090905	1.000000
-39.225720	0.090906	1.000000
-39.225672	0.082806	1.000000
-39.225672	0.082807	1.000000
-39.225672	0.082808	1.000000
-39.225639	0.076995	1.000000
-39.225639	0.076996	1.000000
-39.225639	0.076997	1.000000
-39.225531	0.058407	1.000000
-39.225531	0.058408	1.000000
-39.225531	0.058409	1.000000
-39.225497	0.052596	1.000000
-39.225497	0.052597	1.000000
-39.225497	0.052598	1.000000
-39.225463	0.046784	1.000000
-39.225463	0.046785	1.000000
-39.225463	0.046786	1.000000
-39.225429	0.040973	1.000000
-39.225429	0.040974	1.000000
-39.225429	0.040975	1.000000
-39.225396	0.035162	1.000000
-39.225396	0.035163	1.000000
-39.225396	0.035164	1.000000
-39.225362	0.029350	1.000000
-39.225362	0.029351	1.000000
-39.225362	0.029352	1.000000
-39.225284	0.015943	1.000000
-39.225284	0.015944	1.000000
-39.225284	0.015945	1.000000
-39.225250	0.010132	1.000000
-39.225250	0.010133	1.000000
-39.225250	0.010134	1.000000
-39.225193	0.000279	1.000000
-39.225193	0.000280	1.000000
-39.225193	0.000281	1.000000
-39.225191	0.000001	1.000000
-39.225191	0.000002	1.000000
-39.225191	0.000003	1.000000
-39.225191	0.000001	1.000000
Column 114| A:3	C:81	G:2	T:4	-:2	
Likelihood	Scale	Scale2
-50.445861	1.000000	1.000000
-50.445861	1.000000	1.000000
-50.445861	1.000001	1.000000
-50.445861	1.000002	1.000000
-50.445781	0.985601	1.000000
-50.445781	0.985602	1.000000
-50.445781	0.985603	1.000000
-50.445751	0.980076	1.000000
-50.445751	0.980077	1.000000
-50.445751	0.980078	1.000000
-50.445720	0.974551	1.000000
-50.445720	0.974552	1.000000
-50.445720	0.974553	1.000000
-50.445690	0.969026	1.000000
-50.445690	0.969027	1.000000
-50.445690	0.969028	1.000000
-50.445659	0.963500	1.000000
-50.445659	0.963501	1.000000
-50.445659	0.963502	1.000000
-50.445629	0.957975	1.000000
-50.445629	0.957976	1.000000
-50.445629	0.957977	1.000000
-50.445598	0.952450	1.000000
-50.445598	0.952451	1.000000
-50.445598	0.952452	1.000000
-50.445548	0.943302	1.000000
-50.445548	0.943303	1.000000
-50.445548	0.943304	1.000000
-50.445190	0.878507	1.000000
-50.445190	0.878508	1.000000
-50.445190	0.878509	1.000000
-50.445119	0.865760	1.000000
-50.445119	0.865761	1.000000
-50.445119	0.865762	1.000000
-50.445089	0.860235	1.000000
-50.445089	0.860236	1.000000
-50.445089	0.860237	1.000000
-50.444230	0.704725	1.000000
-50.444230	0.704726	1.000000
-50.444230	0.704727	1.000000
-50.444199	0.699200	1.000000
-50.444199	0.699201	1.000000
-50.444199	0.699202	1.000000
-50.444153	0.690930	1.000000
-50.444153	0.690931	1.000000
-50.444153	0.690932	1.000000
-50.444123	0.685405	1.000000
-50.444123	0.685406	1.000000
-50.444123	0.685407	1.000000
-50.443870	0.639670	1.000000
-50.443870	0.639671	1.000000
-50.443870	0.639672	1.000000
-50.443732	0.614590	1.000000
-50.443732	0.614591	1.000000
-50.443732	0.614592	1.000000
-50.443593	0.589511	1.000000
-50.443593	0.589512	1.000000
-50.443593	0.589513	1.000000
-50.443555	0.582507	1.000000
-50.443555	0.582508	1.000000
-50.443555	0.582509	1.000000
-50.443524	0.576983	1.000000
-50.443524	0.576984	1.000000
-50.443524	0.576985	1.000000
-50.443493	0.571458	1.000000
-50.443493	0.571459	1.000000
-50.443493	0.571460	1.000000
-50.442957	0.474278	1.000000
-50.442957	0.474279	1.000000
-50.442957	0.474280	1.000000
-50.442480	0.387900	1.000000
-50.442480	0.387901	1.000000
-50.442480	0.387902	1.000000
-50.442449	0.382376	1.000000
-50.442449	0.382377	1.000000
-50.442449	0.382378	1.000000
-50.442418	0.376852	1.000000
-50.442418	0.376853	1.000000
-50.442418	0.376854	1.000000
-50.442388	0.371328	1.000000
-50.442388	0.371329	1.000000
-50.442388	0.371330	1.000000
-50.442357	0.365804	1.000000
-50.442357	0.365805	1.000000
-50.442357	0.365806	1.000000
-50.442327	0.360280	1.000000
-50.442327	0.360281	1.000000
-50.442327	0.360282	1.000000
-50.440337	0.000001	1.000000
-50.440337	0.000002	1.000000
-50.440337	0.000003	1.000000
-50.440337	0.000001	1.000000
-50.440337	0.000002	1.000000
-50.440337	0.000003	1.000000
-50.440337	0.000001	1.000000
Column 115| A:2	C:82	G:1	T:5	-:2	
Likelihood	Scale	Scale2
-42.768385	1.000000	1.000000
-42.768385	1.000000	1.000000
-42.768385	1.000001	1.000000
-42.768385	1.000002	1.000000
-42.768236	0.975139	1.000000
-42.768236	0.975140	1.000000
-42.768236	0.975141	1.000000
-42.768163	0.963063	1.000000
-42.768163	0.963064	1.000000
-42.768163	0.963065	1.000000
-42.768127	0.957057	1.000000
-42.768127	0.957058	1.000000
-42.768127	0.957059	1.000000
-42.768081	0.949302	1.000000
-42.768081	0.949303	1.000000
-42.768081	0.949304	1.000000
-42.767516	0.855377	1.000000
-42.767516	0.855378	1.000000
-42.767516	0.855379	1.000000
-42.767353	0.828109	1.000000
-42.767353	0.828110	1.000000
-42.767353	0.828111	1.000000
-42.767317	0.822103	1.000000
-42.767317	0.822104	1.000000
-42.767317	0.822105	1.000000
-42.767186	0.800429	1.000000
-42.767186	0.800430	1.000000
-42.767186	0.800431	1.000000
-42.767150	0.794423	1.000000
-42.767150	0.794424	1.000000
-42.767150	0.794425	1.000000
-42.767068	0.780789	1.000000
-42.767068	0.780790	1.000000
-42.767068	0.780791	1.000000
-42.766786	0.733828	1.000000
-42.766786	0.733829	1.000000
-42.766786	0.733830	1.000000
-42.766750	0.727822	1.000000
-42.766750	0.727823	1.000000
-42.766750	0.727824	1.000000
-42.766592	0.701406	1.000000
-42.766592	0.701407	1.000000
-42.766592	0.701408	1.000000
-42.766474	0.681748	1.000000
-42.766474	0.681749	1.000000
-42.766474	0.681750	1.000000
-42.766437	0.675741	1.000000
-42.766437	0.675742	1.000000
-42.766437	0.675743	1.000000
-42.766242	0.643229	1.000000
-42.766242	0.643230	1.000000
-42.766242	0.643231	1.000000
-42.766101	0.619749	1.000000
-42.766101	0.619750	1.000000
-42.766101	0.619751	1.000000
-42.766065	0.613742	1.000000
-42.766065	0.613743	1.000000
-42.766065	0.613744	1.000000
-42.766029	0.607736	1.000000
-42.766029	0.607737	1.000000
-42.766029	0.607738	1.000000
-42.765993	0.601729	1.000000
-42.765993	0.601730	1.000000
-42.765993	0.601731	1.000000
-42.765957	0.595723	1.000000
-42.765957	0.595724	1.000000
-42.765957	0.595725	1.000000
-42.765921	0.589716	1.000000
-42.765921	0.589717	1.000000
-42.765921	0.589718	1.000000
-42.762379	0.000001	1.000000
-42.762379	0.000002	1.000000
-42.762379	0.000003	1.000000
-42.762379	0.000001	1.000000
Column 116| A:86	C:1	G:6	T:0	-:1	
Likelihood	Scale	Scale2
-35.532355	1.000000	1.000000
-35.532355	1.000000	1.000000
-35.532355	1.000001	1.000000
-35.532355	1.000002	1.000000
-35.532250	0.973459	1.000000
-35.532250	0.973460	1.000000
-35.532250	0.973461	1.000000
-35.532193	0.959168	1.000000
-35.532193	0.959169	1.000000
-35.532193	0.959170	1.000000
-35.531878	0.879542	1.000000
-35.531878	0.879543	1.000000
-35.531878	0.879544	1.000000
-35.531142	0.693741	1.000000
-35.531142	0.693742	1.000000
-35.531142	0.693743	1.000000
-35.531115	0.687025	1.000000
-35.531115	0.687026	1.000000
-35.531115	0.687027	1.000000
-35.531078	0.677576	1.000000
-35.531078	0.677577	1.000000
-35.531078	0.677578	1.000000
-35.531044	0.669130	1.000000
-35.531044	0.669131	1.000000
-35.531044	0.669132	1.000000
-35.530952	0.645902	1.000000
-35.530952	0.645903	1.000000
-35.530952	0.645904	1.000000
-35.530896	0.631608	1.000000
-35.530896	0.631609	1.000000
-35.530896	0.631610	1.000000
-35.530880	0.627647	1.000000
-35.530880	0.627648	1.000000
-35.530880	0.627649	1.000000
-35.528671	0.070147	1.000000
-35.528671	0.070148	1.000000
-35.528671	0.070149	1.000000
-35.528655	0.066184	1.000000
-35.528655	0.066185	1.000000
-35.528655	0.066186	1.000000
-35.528640	0.062221	1.000000
-35.528640	0.062222	1.000000
-35.528640	0.062223	1.000000
-35.528624	0.058258	1.000000
-35.528624	0.058259	1.000000
-35.528624	0.058260	1.000000
-35.528548	0.039027	1.000000
-35.528548	0.039028	1.000000
-35.528548	0.039029	1.000000
-35.528532	0.035065	1.000000
-35.528532	0.035066	1.000000
-35.528532	0.035067	1.000000
-35.528516	0.031102	1.000000
-35.528516	0.031103	1.000000
-35.528516	0.031104	1.000000
-35.528420	0.006853	1.000000
-35.528420	0.006854	1.000000
-35.528420	0.006855	1.000000
-35.528393	0.000001	1.000000
-35.528393	0.000002	1.000000
-35.528393	0.000003	1.000000
-35.528393	0.000001	1.000000
Column 117| A:3	C:0	G:90	T:0	-:1	
Likelihood	Scale	Scale2
-22.203983	1.000000	1.000000
-22.203983	1.000000	1.000000
-22.203983	1.000001	1.000000
-22.203983	1.000002	1.000000
-22.203677	0.926642	1.000000
-22.203677	0.926643	1.000000
-22.203677	0.926644	1.000000
-22.203660	0.922472	1.000000
-22.203660	0.922473	1.000000
-22.203660	0.922474	1.000000
-22.203643	0.918301	1.000000
-22.203643	0.918302	1.000000
-22.203643	0.918303	1.000000
-22.203625	0.914131	1.000000
-22.203625	0.914132	1.000000
-22.203625	0.914133	1.000000
-22.203467	0.876266	1.000000
-22.203467	0.876267	1.000000
-22.203467	0.876268	1.000000
-22.203450	0.872095	1.000000
-22.203450	0.872096	1.000000
-22.203450	0.872097	1.000000
-22.203386	0.856851	1.000000
-22.203386	0.856852	1.000000
-22.203386	0.856853	1.000000
-22.203129	0.795070	1.000000
-22.203129	0.795071	1.000000
-22.203129	0.795072	1.000000
-22.203111	0.790900	1.000000
-22.203111	0.790901	1.000000
-22.203111	0.790902	1.000000
-22.203041	0.774130	1.000000
-22.203041	0.774131	1.000000
-22.203041	0.774132	1.000000
-22.202982	0.759987	1.000000
-22.202982	0.759988	1.000000
-22.202982	0.759989	1.000000
-22.200534	0.173032	1.000000
-22.200534	0.173033	1.000000
-22.200534	0.173034	1.000000
-22.200402	0.141294	1.000000
-22.200402	0.141295	1.000000
-22.200402	0.141296	1.000000
-22.200348	0.128389	1.000000
-22.200348	0.128390	1.000000
-22.200348	0.128391	1.000000
-22.200257	0.106642	1.000000
-22.200257	0.106643	1.000000
-22.200257	0.106644	1.000000
-22.200240	0.102470	1.000000
-22.200240	0.102471	1.000000
-22.200240	0.102472	1.000000
-22.200222	0.098297	1.000000
-22.200222	0.098298	1.000000
-22.200222	0.098299	1.000000
-22.200090	0.066557	1.000000
-22.200090	0.066558	1.000000
-22.200090	0.066559	1.000000
-22.200072	0.062385	1.000000
-22.200072	0.062386	1.000000
-22.200072	0.062387	1.000000
-22.199812	0.000001	1.000000
-22.199812	0.000002	1.000000
-22.199812	0.000003	1.000000
-22.199812	0.000001	1.000000
Column 118| A:10	C:0	G:83	T:0	-:1	
Likelihood	Scale	Scale2
-38.501141	1.000000	1.000000
-38.501141	1.000000	1.000000
-38.501141	1.000001	1.000000
-38.501141	1.000002	1.000000
-38.501006	0.965438	1.000000
-38.501006	0.965439	1.000000
-38.501006	0.965440	1.000000
-38.500990	0.961509	1.000000
-38.500990	0.961510	1.000000
-38.500990	0.961511	1.000000
-38.500975	0.957579	1.000000
-38.500975	0.957580	1.000000
-38.500975	0.957581	1.000000
-38.500959	0.953650	1.000000
-38.500959	0.953651	1.000000
-38.500959	0.953652	1.000000
-38.500944	0.949721	1.000000
-38.500944	0.949722	1.000000
-38.500944	0.949723	1.000000
-38.500928	0.945791	1.000000
-38.500928	0.945792	1.000000
-38.500928	0.945793	1.000000
-38.500793	0.911228	1.000000
-38.500793	0.911229	1.000000
-38.500793	0.911230	1.000000
-38.500709	0.889960	1.000000
-38.500709	0.889961	1.000000
-38.500709	0.889962	1.000000
-38.500600	0.862310	1.000000
-38.500600	0.862311	1.000000
-38.500600	0.862312	1.000000
-38.500585	0.858380	1.000000
-38.500585	0.858381	1.000000
-38.500585	0.858382	1.000000
-38.500570	0.854450	1.000000
-38.500570	0.854451	1.000000
-38.500570	0.854452	1.000000
-38.500554	0.850521	1.000000
-38.500554	0.850522	1.000000
-38.500554	0.850523	1.000000
-38.500529	0.844165	1.000000
-38.500529	0.844166	1.000000
-38.500529	0.844167	1.000000
-38.500288	0.782717	1.000000
-38.500288	0.782718	1.000000
-38.500288	0.782719	1.000000
-38.500248	0.772662	1.000000
-38.500248	0.772663	1.000000
-38.500248	0.772664	1.000000
-38.500233	0.768733	1.000000
-38.500233	0.768734	1.000000
-38.500233	0.768735	1.000000
-38.500217	0.764803	1.000000
-38.500217	0.764804	1.000000
-38.500217	0.764805	1.000000
-38.500123	0.740758	1.000000
-38.500123	0.740759	1.000000
-38.500123	0.740760	1.000000
-38.500107	0.736829	1.000000
-38.500107	0.736830	1.000000
-38.500107	0.736831	1.000000
-38.499962	0.699959	1.000000
-38.499962	0.699960	1.000000
-38.499962	0.699961	1.000000
-38.499947	0.696029	1.000000
-38.499947	0.696030	1.000000
-38.499947	0.696031	1.000000
-38.499932	0.692099	1.000000
-38.499932	0.692100	1.000000
-38.499932	0.692101	1.000000
-38.499914	0.687529	1.000000
-38.499914	0.687530	1.000000
-38.499914	0.687531	1.000000
-38.499871	0.676686	1.000000
-38.499871	0.676687	1.000000
-38.499871	0.676688	1.000000
-38.499856	0.672756	1.000000
-38.499856	0.672757	1.000000
-38.499856	0.672758	1.000000
-38.499825	0.664967	1.000000
-38.499825	0.664968	1.000000
-38.499825	0.664969	1.000000
-38.499810	0.661037	1.000000
-38.499810	0.661038	1.000000
-38.499810	0.661039	1.000000
-38.499771	0.651162	1.000000
-38.499771	0.651163	1.000000
-38.499771	0.651164	1.000000
-38.499755	0.647212	1.000000
-38.499755	0.647213	1.000000
-38.499755	0.647214	1.000000
-38.499740	0.643282	1.000000
-38.499740	0.643283	1.000000
-38.499740	0.643284	1.000000
-38.499715	0.636926	1.000000
-38.499715	0.636927	1.000000
-38.499715	0.636928	1.000000
-38.499651	0.620660	1.000000
-38.499651	0.620661	1.000000
-38.499651	0.620662	1.000000
-38.499626	0.614230	1.000000
-38.499626	0.614231	1.000000
-38.499626	0.614232	1.000000
-38.499610	0.610301	1.000000
-38.499610	0.610302	1.000000
-38.499610	0.610303	1.000000
-38.499578	0.602168	1.000000
-38.499578	0.602169	1.000000
-38.499578	0.602170	1.000000
-38.499397	0.556079	1.000000
-38.499397	0.556080	1.000000
-38.499397	0.556081	1.000000
-38.499382	0.552149	1.000000
-38.499382	0.552150	1.000000
-38.499382	0.552151	1.000000
-38.499341	0.541713	1.000000
-38.499341	0.541714	1.000000
-38.499341	0.541715	1.000000
-38.499319	0.536238	1.000000
-38.499319	0.536239	1.000000
-38.499319	0.536240	1.000000
-38.499304	0.532308	1.000000
-38.499304	0.532309	1.000000
-38.499304	0.532310	1.000000
-38.499189	0.503199	1.000000
-38.499189	0.503200	1.000000
-38.499189	0.503201	1.000000
-38.499159	0.495622	1.000000
-38.499159	0.495623	1.000000
-38.499160	0.495624	1.000000
-38.498725	0.385007	1.000000
-38.498725	0.385008	1.000000
-38.498725	0.385009	1.000000
-38.498709	0.381077	1.000000
-38.498709	0.381078	1.000000
-38.498709	0.381079	1.000000
-38.498694	0.377146	1.000000
-38.498694	0.377147	1.000000
-38.498694	0.377148	1.000000
-38.498678	0.373216	1.000000
-38.498678	0.373217	1.000000
-38.498678	0.373218	1.000000
-38.498625	0.359725	1.000000
-38.498625	0.359726	1.000000
-38.498625	0.359727	1.000000
-38.498610	0.355795	1.000000
-38.498610	0.355796	1.000000
-38.498610	0.355797	1.000000
-38.498595	0.351865	1.000000
-38.498595	0.351866	1.000000
-38.498595	0.351867	1.000000
-38.498569	0.345281	1.000000
-38.498569	0.345282	1.000000
-38.498569	0.345283	1.000000
-38.498553	0.341351	1.000000
-38.498553	0.341352	1.000000
-38.498553	0.341353	1.000000
-38.498538	0.337420	1.000000
-38.498538	0.337421	1.000000
-38.498538	0.337422	1.000000
-38.498491	0.325397	1.000000
-38.498491	0.325398	1.000000
-38.498491	0.325399	1.000000
-38.498382	0.297741	1.000000
-38.498382	0.297742	1.000000
-38.498382	0.297743	1.000000
-38.498366	0.293811	1.000000
-38.498366	0.293812	1.000000
-38.498366	0.293813	1.000000
-38.498304	0.278006	1.000000
-38.498304	0.278007	1.000000
-38.498304	0.278008	1.000000
-38.498260	0.266718	1.000000
-38.498260	0.266719	1.000000
-38.498260	0.266720	1.000000
-38.498235	0.260287	1.000000
-38.498235	0.260288	1.000000
-38.498235	0.260289	1.000000
-38.498179	0.246104	1.000000
-38.498179	0.246105	1.000000
-38.498179	0.246106	1.000000
-38.498139	0.236048	1.000000
-38.498139	0.236049	1.000000
-38.498139	0.236050	1.000000
-38.498124	0.232118	1.000000
-38.498124	0.232119	1.000000
-38.498124	0.232120	1.000000
-38.498090	0.223609	1.000000
-38.498090	0.223610	1.000000
-38.498090	0.223611	1.000000
-38.498075	0.219678	1.000000
-38.498075	0.219679	1.000000
-38.498075	0.219680	1.000000
-38.498060	0.215747	1.000000
-38.498060	0.215748	1.000000
-38.498060	0.215749	1.000000
-38.498044	0.211817	1.000000
-38.498044	0.211818	1.000000
-38.498044	0.211819	1.000000
-38.497682	0.119630	1.000000
-38.497682	0.119631	1.000000
-38.497682	0.119632	1.000000
-38.497638	0.108567	1.000000
-38.497638	0.108568	1.000000
-38.497638	0.108569	1.000000
-38.497623	0.104636	1.000000
-38.497623	0.104637	1.000000
-38.497623	0.104638	1.000000
-38.497607	0.100705	1.000000
-38.497607	0.100706	1.000000
-38.497607	0.100707	1.000000
-38.497592	0.096774	1.000000
-38.497592	0.096775	1.000000
-38.497592	0.096776	1.000000
-38.497538	0.082946	1.000000
-38.497538	0.082947	1.000000
-38.497538	0.082948	1.000000
-38.497382	0.043433	1.000000
-38.497382	0.043434	1.000000
-38.497382	0.043435	1.000000
-38.497367	0.039503	1.000000
-38.497367	0.039504	1.000000
-38.497367	0.039505	1.000000
-38.497333	0.030859	1.000000
-38.497333	0.030860	1.000000
-38.497333	0.030861	1.000000
-38.497212	0.000001	1.000000
-38.497212	0.000002	1.000000
-38.497212	0.000003	1.000000
-38.497212	0.000001	1.000000
Column 120| A:0	C:0	G:1	T:0	-:95	
Likelihood	Scale	Scale2
-6.398292	1.000000	1.000000
-6.398292	1.000000	1.000000
-6.398291	1.000001	1.000000
-6.398290	1.000002	1.000000
-5.649866	2.121966	1.000000
-5.649865	2.121967	1.000000
-5.649865	2.121968	1.000000
-4.957705	4.271619	1.000000
-4.957705	4.271620	1.000000
-4.957705	4.271621	1.000000
-4.661805	5.772539	1.000000
-4.661804	5.772540	1.000000
-4.661804	5.772541	1.000000
-4.389503	7.628202	1.000000
-4.389503	7.628203	1.000000
-4.389503	7.628204	1.000000
-3.609004	17.207849	1.000000
-3.609004	17.207850	1.000000
-3.609004	17.207851	1.000000
-3.606018	17.262536	1.000000
-3.606018	17.262537	1.000000
-3.606018	17.262538	1.000000
-3.479102	19.767202	1.000000
-3.479102	19.767203	1.000000
-3.479102	19.767204	1.000000
-3.476880	19.814375	1.000000
-3.476880	19.814376	1.000000
-3.476880	19.814377	1.000000
-3.474669	19.861427	1.000000
-3.474668	19.861428	1.000000
-3.474668	19.861429	1.000000
-3.223507	26.078123	1.000000
-3.223507	26.078124	1.000000
-3.223507	26.078125	1.000000
-3.222286	26.113079	1.000000
-3.222286	26.113080	1.000000
-3.222286	26.113081	1.000000
-3.140705	28.569285	1.000000
-3.140705	28.569286	1.000000
-3.140705	28.569287	1.000000
-3.139706	28.600908	1.000000
-3.139706	28.600909	1.000000
-3.139705	28.600910	1.000000
-3.068075	30.971596	1.000000
-3.068075	30.971597	1.000000
-3.068075	30.971598	1.000000
-2.146722	96.087625	1.000000
-2.146722	96.087626	1.000000
-2.146722	96.087627	1.000000
-2.108220	101.567632	1.000000
-2.108220	101.567633	1.000000
-2.108220	101.567634	1.000000
-2.108175	101.574393	1.000000
Column 121| A:1	C:0	G:0	T:0	-:95	
Likelihood	Scale	Scale2
-6.646962	1.000000	1.000000
-6.646962	1.000000	1.000000
-6.646961	1.000001	1.000000
-6.646960	1.000002	1.000000
-5.994502	1.926479	1.000000
-5.994502	1.926480	1.000000
-5.994501	1.926481	1.000000
-5.367218	3.628841	1.000000
-5.367217	3.628842	1.000000
-5.367217	3.628843	1.000000
-4.787358	6.546398	1.000000
-4.787358	6.546399	1.000000
-4.787358	6.546400	1.000000
-4.503973	8.757982	1.000000
-4.503973	8.757983	1.000000
-4.503972	8.757984	1.000000
-3.894442	16.549227	1.000000
-3.894442	16.549228	1.000000
-3.894442	16.549229	1.000000
-3.781968	18.653236	1.000000
-3.781968	18.653237	1.000000
-3.781968	18.653238	1.000000
-3.729060	19.739930	1.000000
-3.729059	19.739931	1.000000
-3.729059	19.739932	1.000000
-3.726831	19.787172	1.000000
-3.726830	19.787173	1.000000
-3.726830	19.787174	1.000000
-3.724613	19.834294	1.000000
-3.724613	19.834295	1.000000
-3.724613	19.834296	1.000000
-3.515357	24.874231	1.000000
-3.515357	24.874232	1.000000
-3.515357	24.874233	1.000000
-3.514003	24.911038	1.000000
-3.514003	24.911039	1.000000
-3.514003	24.911040	1.000000
-3.512654	24.947785	1.000000
-3.512654	24.947786	1.000000
-3.512654	24.947787	1.000000
-3.511309	24.984474	1.000000
-3.511309	24.984475	1.000000
-3.511309	24.984476	1.000000
-3.509968	25.021104	1.000000
-3.509968	25.021105	1.000000
-3.509968	25.021106	1.000000
-3.420790	27.594602	1.000000
-3.420790	27.594603	1.000000
-3.420790	27.594604	1.000000
-2.969702	46.090226	1.000000
-2.969702	46.090227	1.000000
-2.969702	46.090228	1.000000
-2.852912	52.991239	1.000000
-2.852912	52.991240	1.000000
-2.852912	52.991241	1.000000
-2.834905	54.161468	1.000000
-2.834905	54.161469	1.000000
-2.834905	54.161470	1.000000
-2.817807	55.301451	1.000000
-2.817807	55.301452	1.000000
-2.817807	55.301453	1.000000
-2.817588	55.316262	1.000000
-2.817588	55.316263	1.000000
-2.817588	55.316264	1.000000
-2.725490	61.984679	1.000000
-2.725490	61.984680	1.000000
-2.725490	61.984681	1.000000
-2.714889	62.813928	1.000000
-2.714889	62.813929	1.000000
-2.714889	62.813930	1.000000
-2.657238	67.572545	1.000000
-2.657238	67.572546	1.000000
-2.657238	67.572547	1.000000
-2.627767	70.179605	1.000000
-2.627767	70.179606	1.000000
-2.627767	70.179607	1.000000
-2.627645	70.190644	1.000000
-2.627645	70.190645	1.000000
-2.627645	70.190646	1.000000
-2.627523	70.201680	1.000000
-2.627523	70.201681	1.000000
-2.627523	70.201682	1.000000
-2.627401	70.212714	1.000000
-2.627401	70.212715	1.000000
-2.627401	70.212716	1.000000
-2.627279	70.223746	1.000000
-2.627279	70.223747	1.000000
-2.627279	70.223748	1.000000
-2.597579	72.983375	1.000000
-2.597579	72.983376	1.000000
-2.597579	72.983377	1.000000
-2.585287	74.165843	1.000000
-2.585287	74.165844	1.000000
-2.585287	74.165845	1.000000
-2.585181	74.176131	1.000000
-2.585181	74.176132	1.000000
-2.585181	74.176133	1.000000
-2.585075	74.186418	1.000000
-2.585075	74.186419	1.000000
-2.585075	74.186420	1.000000
-2.571226	75.548768	1.000000
-2.571226	75.548769	1.000000
-2.571226	75.548770	1.000000
-2.558004	76.879650	1.000000
-2.558004	76.879651	1.000000
-2.558004	76.879652	1.000000
-2.547238	77.985706	1.000000
-2.547238	77.985707	1.000000
-2.547238	77.985708	1.000000
-2.540299	78.709565	1.000000
-2.540299	78.709566	1.000000
-2.540299	78.709567	1.000000
-2.540209	78.719094	1.000000
-2.540209	78.719095	1.000000
-2.540209	78.719096	1.000000
-2.540118	78.728621	1.000000
-2.540118	78.728622	1.000000
-2.540118	78.728623	1.000000
-2.534470	79.324456	1.000000
-2.534470	79.324457	1.000000
-2.534470	79.324458	1.000000
-2.522083	80.651996	1.000000
-2.522083	80.651997	1.000000
-2.522083	80.651998	1.000000
