Column 3| A:0	C:0	G:0	T:0	-:94	
Likelihood	Scale	Scale2
-34.494786	1.355032	1.000000
-34.494786	1.355033	1.000000
-34.494786	1.355034	1.000000
-34.494773	1.362548	1.000000
-34.494773	1.362549	1.000000
-34.494773	1.362550	1.000000
-34.494770	1.364256	1.000000
-34.494770	1.364257	1.000000
-34.494770	1.364258	1.000000
-34.494750	1.375709	1.000000
-34.494750	1.375710	1.000000
-34.494750	1.375711	1.000000
-34.494747	1.377418	1.000000
-34.494747	1.377419	1.000000
-34.494747	1.377420	1.000000
-34.494744	1.379126	1.000000
-34.494744	1.379127	1.000000
-34.494744	1.379128	1.000000
-34.494736	1.384034	1.000000
-34.494736	1.384035	1.000000
-34.494736	1.384036	1.000000
-34.494733	1.385743	1.000000
-34.494733	1.385744	1.000000
-34.494733	1.385745	1.000000
-34.494722	1.392423	1.000000
-34.494722	1.392424	1.000000
-34.494722	1.392425	1.000000
-34.494711	1.398434	1.000000
-34.494711	1.398435	1.000000
-34.494711	1.398436	1.000000
-34.494709	1.400143	1.000000
-34.494709	1.400144	1.000000
-34.494709	1.400145	1.000000
-34.494703	1.403187	1.000000
-34.494703	1.403188	1.000000
-34.494703	1.403189	1.000000
-34.494700	1.404895	1.000000
-34.494700	1.404896	1.000000
-34.494700	1.404897	1.000000
-34.494698	1.406603	1.000000
-34.494698	1.406604	1.000000
-34.494698	1.406605	1.000000
-34.494695	1.408312	1.000000
-34.494695	1.408313	1.000000
-34.494695	1.408314	1.000000
-34.494692	1.410020	1.000000
-34.494692	1.410021	1.000000
-34.494692	1.410022	1.000000
-34.494657	1.430055	1.000000
-34.494657	1.430056	1.000000
-34.494657	1.430057	1.000000
-34.494655	1.431763	1.000000
-34.494655	1.431764	1.000000
-34.494655	1.431765	1.000000
-34.494652	1.433471	1.000000
-34.494652	1.433472	1.000000
-34.494652	1.433473	1.000000
-34.494241	1.673863	1.000000
-34.494241	1.673864	1.000000
-34.494241	1.673865	1.000000
-34.494230	1.680352	1.000000
-34.494230	1.680353	1.000000
-34.494230	1.680354	1.000000
-34.494227	1.682058	1.000000
-34.494227	1.682059	1.000000
-34.494227	1.682060	1.000000
-34.494213	1.690633	1.000000
-34.494213	1.690634	1.000000
-34.494213	1.690635	1.000000
-34.494179	1.710639	1.000000
-34.494179	1.710640	1.000000
-34.494179	1.710641	1.000000
-34.494162	1.720240	1.000000
-34.494162	1.720241	1.000000
-34.494162	1.720242	1.000000
-34.494080	1.768246	1.000000
-34.494080	1.768247	1.000000
-34.494080	1.768248	1.000000
-34.494061	1.779673	1.000000
-34.494061	1.779674	1.000000
-34.494061	1.779675	1.000000
-34.494042	1.790578	1.000000
-34.494042	1.790579	1.000000
-34.494042	1.790580	1.000000
-34.494035	1.794941	1.000000
-34.494035	1.794942	1.000000
-34.494035	1.794943	1.000000
-34.494032	1.796646	1.000000
-34.494032	1.796647	1.000000
-34.494032	1.796648	1.000000
-34.494029	1.798351	1.000000
-34.494029	1.798352	1.000000
-34.494029	1.798353	1.000000
-34.494018	1.804665	1.000000
-34.494018	1.804666	1.000000
-34.494018	1.804667	1.000000
-34.494015	1.806369	1.000000
-34.494015	1.806370	1.000000
-34.494015	1.806371	1.000000
-34.494012	1.808073	1.000000
-34.494012	1.808074	1.000000
-34.494012	1.808075	1.000000
-34.493978	1.828065	1.000000
-34.493978	1.828066	1.000000
-34.493978	1.828067	1.000000
-34.493974	1.830701	1.000000
-34.493974	1.830702	1.000000
-34.493974	1.830703	1.000000
-34.493971	1.832406	1.000000
-34.493971	1.832407	1.000000
-34.493971	1.832408	1.000000
-34.493968	1.834110	1.000000
-34.493968	1.834111	1.000000
-34.493968	1.834112	1.000000
-34.493963	1.836868	1.000000
-34.493963	1.836869	1.000000
-34.493963	1.836870	1.000000
-34.493918	1.863520	1.000000
-34.493918	1.863521	1.000000
-34.493918	1.863522	1.000000
-34.493915	1.865224	1.000000
-34.493915	1.865225	1.000000
-34.493915	1.865226	1.000000
-34.493912	1.866928	1.000000
-34.493912	1.866929	1.000000
-34.493912	1.866930	1.000000
-34.493909	1.868632	1.000000
-34.493909	1.868633	1.000000
-34.493909	1.868634	1.000000
-34.493858	1.898608	1.000000
-34.493858	1.898609	1.000000
-34.493858	1.898610	1.000000
-34.493722	1.978539	1.000000
-34.493722	1.978540	1.000000
-34.493722	1.978541	1.000000
-34.493719	1.980242	1.000000
-34.493719	1.980243	1.000000
-34.493719	1.980244	1.000000
-34.493716	1.981945	1.000000
-34.493716	1.981946	1.000000
-34.493716	1.981947	1.000000
-34.493709	1.986226	1.000000
-34.493709	1.986227	1.000000
-34.493709	1.986228	1.000000
-34.493686	1.999542	1.000000
-34.493686	1.999543	1.000000
-34.493686	1.999544	1.000000
-34.493683	2.001244	1.000000
-34.493683	2.001245	1.000000
-34.493683	2.001246	1.000000
-34.493680	2.002947	1.000000
-34.493680	2.002948	1.000000
-34.493680	2.002949	1.000000
-34.493678	2.004650	1.000000
-34.493678	2.004651	1.000000
-34.493678	2.004652	1.000000
-34.493675	2.006353	1.000000
-34.493675	2.006354	1.000000
-34.493675	2.006355	1.000000
-34.493672	2.008055	1.000000
-34.493672	2.008056	1.000000
-34.493672	2.008057	1.000000
-34.493604	2.047996	1.000000
-34.493604	2.047997	1.000000
-34.493604	2.047998	1.000000
-34.493601	2.049699	1.000000
-34.493601	2.049700	1.000000
-34.493601	2.049701	1.000000
-34.493397	2.169497	1.000000
-34.493397	2.169498	1.000000
-34.493397	2.169499	1.000000
-34.493394	2.171197	1.000000
-34.493394	2.171198	1.000000
-34.493394	2.171199	1.000000
-34.493384	2.177038	1.000000
-34.493384	2.177039	1.000000
-34.493384	2.177040	1.000000
-34.493381	2.178739	1.000000
-34.493381	2.178740	1.000000
-34.493381	2.178741	1.000000
-34.493360	2.191340	1.000000
-34.493360	2.191341	1.000000
-34.493360	2.191342	1.000000
-34.493341	2.202222	1.000000
-34.493341	2.202223	1.000000
-34.493341	2.202224	1.000000
-34.493338	2.203923	1.000000
-34.493338	2.203924	1.000000
-34.493338	2.203925	1.000000
-34.492931	2.443303	1.000000
-34.492931	2.443304	1.000000
-34.492931	2.443305	1.000000
-34.492830	2.503071	1.000000
-34.492830	2.503072	1.000000
-34.492830	2.503073	1.000000
-34.492824	2.506587	1.000000
-34.492824	2.506588	1.000000
-34.492824	2.506589	1.000000
-34.492821	2.508285	1.000000
-34.492821	2.508286	1.000000
-34.492821	2.508287	1.000000
-34.492818	2.509983	1.000000
-34.492818	2.509984	1.000000
-34.492818	2.509985	1.000000
-34.492801	2.520374	1.000000
-34.492801	2.520375	1.000000
-34.492801	2.520376	1.000000
-34.492798	2.522072	1.000000
-34.492798	2.522073	1.000000
-34.492798	2.522074	1.000000
-34.492795	2.523770	1.000000
-34.492795	2.523771	1.000000
-34.492795	2.523772	1.000000
-34.492792	2.525467	1.000000
-34.492792	2.525468	1.000000
-34.492792	2.525469	1.000000
-34.492773	2.536848	1.000000
-34.492773	2.536849	1.000000
-34.492773	2.536850	1.000000
-34.492770	2.538546	1.000000
-34.492770	2.538547	1.000000
-34.492770	2.538548	1.000000
-34.492767	2.540244	1.000000
-34.492767	2.540245	1.000000
-34.492767	2.540246	1.000000
-34.492755	2.547272	1.000000
-34.492755	2.547273	1.000000
-34.492755	2.547274	1.000000
-34.492752	2.548970	1.000000
-34.492752	2.548971	1.000000
-34.492752	2.548972	1.000000
-34.492749	2.550668	1.000000
-34.492749	2.550669	1.000000
-34.492749	2.550670	1.000000
-34.492746	2.552365	1.000000
-34.492746	2.552366	1.000000
-34.492746	2.552367	1.000000
-34.492741	2.555210	1.000000
-34.492741	2.555211	1.000000
-34.492741	2.555212	1.000000
-34.492731	2.561183	1.000000
-34.492731	2.561184	1.000000
-34.492731	2.561185	1.000000
-34.492728	2.562881	1.000000
-34.492728	2.562882	1.000000
-34.492728	2.562883	1.000000
-34.492726	2.564579	1.000000
-34.492725	2.564580	1.000000
-34.492725	2.564581	1.000000
-34.492711	2.573112	1.000000
-34.492711	2.573113	1.000000
-34.492711	2.573114	1.000000
-34.492653	2.607241	1.000000
-34.492653	2.607242	1.000000
-34.492653	2.607243	1.000000
-34.492650	2.608938	1.000000
-34.492650	2.608939	1.000000
-34.492650	2.608940	1.000000
-34.492638	2.616402	1.000000
-34.492638	2.616403	1.000000
-34.492638	2.616404	1.000000
-34.492635	2.618099	1.000000
-34.492635	2.618100	1.000000
-34.492635	2.618101	1.000000
-34.492632	2.619796	1.000000
-34.492632	2.619797	1.000000
-34.492632	2.619798	1.000000
-34.492601	2.638169	1.000000
-34.492601	2.638170	1.000000
-34.492601	2.638171	1.000000
-34.492543	2.672286	1.000000
-34.492543	2.672287	1.000000
-34.492543	2.672288	1.000000
-34.492538	2.674882	1.000000
-34.492538	2.674883	1.000000
-34.492538	2.674884	1.000000
-34.492457	2.722636	1.000000
-34.492457	2.722637	1.000000
-34.492457	2.722638	1.000000
-34.492454	2.724333	1.000000
-34.492454	2.724334	1.000000
-34.492454	2.724335	1.000000
-34.492437	2.734711	1.000000
-34.492437	2.734712	1.000000
-34.492437	2.734713	1.000000
-34.492429	2.739302	1.000000
-34.492429	2.739303	1.000000
-34.492429	2.739304	1.000000
-34.492426	2.740998	1.000000
-34.492426	2.740999	1.000000
-34.492426	2.741000	1.000000
-34.492423	2.742694	1.000000
-34.492423	2.742695	1.000000
-34.492423	2.742696	1.000000
-34.492417	2.746311	1.000000
-34.492417	2.746312	1.000000
-34.492417	2.746313	1.000000
-34.492414	2.748007	1.000000
-34.492414	2.748008	1.000000
-34.492414	2.748009	1.000000
-34.492411	2.749703	1.000000
-34.492411	2.749704	1.000000
-34.492411	2.749705	1.000000
-34.492409	2.751399	1.000000
-34.492409	2.751400	1.000000
-34.492409	2.751401	1.000000
-34.492397	2.758029	1.000000
-34.492397	2.758030	1.000000
-34.492397	2.758031	1.000000
-34.492382	2.766869	1.000000
-34.492382	2.766870	1.000000
-34.492382	2.766871	1.000000
-34.492379	2.768564	1.000000
-34.492379	2.768565	1.000000
-34.492379	2.768566	1.000000
-34.492377	2.770260	1.000000
-34.492377	2.770261	1.000000
-34.492377	2.770262	1.000000
-34.492326	2.800093	1.000000
-34.492326	2.800094	1.000000
-34.492326	2.800095	1.000000
-34.492318	2.805065	1.000000
-34.492318	2.805066	1.000000
-34.492318	2.805067	1.000000
-34.492315	2.806760	1.000000
-34.492315	2.806761	1.000000
-34.492315	2.806762	1.000000
-34.492312	2.808456	1.000000
-34.492312	2.808457	1.000000
-34.492312	2.808458	1.000000
-34.492309	2.810151	1.000000
-34.492309	2.810152	1.000000
-34.492309	2.810153	1.000000
-34.492298	2.816779	1.000000
-34.492298	2.816780	1.000000
-34.492298	2.816781	1.000000
-34.492282	2.825957	1.000000
-34.492282	2.825958	1.000000
-34.492282	2.825959	1.000000
-34.492268	2.834478	1.000000
-34.492268	2.834479	1.000000
-34.492268	2.834480	1.000000
-34.492265	2.836173	1.000000
-34.492265	2.836174	1.000000
-34.492265	2.836175	1.000000
-34.492236	2.853214	1.000000
-34.492236	2.853215	1.000000
-34.492236	2.853216	1.000000
-34.492233	2.854909	1.000000
-34.492233	2.854910	1.000000
-34.492233	2.854911	1.000000
-34.492215	2.865280	1.000000
-34.492215	2.865281	1.000000
-34.492215	2.865282	1.000000
-34.492199	2.874822	1.000000
-34.492199	2.874823	1.000000
-34.492199	2.874824	1.000000
-34.492196	2.876517	1.000000
-34.492196	2.876518	1.000000
-34.492196	2.876519	1.000000
-34.492176	2.888444	1.000000
-34.492176	2.888445	1.000000
-34.492176	2.888446	1.000000
-34.492166	2.894720	1.000000
-34.492166	2.894721	1.000000
-34.492166	2.894722	1.000000
-34.492145	2.906645	1.000000
-34.492145	2.906646	1.000000
-34.492145	2.906647	1.000000
-34.492124	2.919197	1.000000
-34.492124	2.919198	1.000000
-34.492124	2.919199	1.000000
-34.492121	2.920891	1.000000
-34.492121	2.920892	1.000000
-34.492121	2.920893	1.000000
-34.492118	2.922586	1.000000
-34.492118	2.922587	1.000000
-34.492118	2.922588	1.000000
-34.492101	2.932522	1.000000
-34.492101	2.932523	1.000000
-34.492101	2.932524	1.000000
-34.492099	2.934216	1.000000
-34.492099	2.934217	1.000000
-34.492099	2.934218	1.000000
-34.492018	2.981908	1.000000
-34.492018	2.981909	1.000000
-34.492018	2.981910	1.000000
-34.492015	2.983602	1.000000
-34.492015	2.983603	1.000000
-34.492015	2.983604	1.000000
-34.492012	2.985295	1.000000
-34.492012	2.985296	1.000000
-34.492012	2.985297	1.000000
-34.492009	2.986989	1.000000
-34.492009	2.986990	1.000000
-34.492009	2.986991	1.000000
-34.492006	2.988683	1.000000
-34.492006	2.988684	1.000000
-34.492006	2.988685	1.000000
-34.491990	2.998615	1.000000
-34.491990	2.998616	1.000000
-34.491990	2.998617	1.000000
-34.491961	3.015642	1.000000
-34.491961	3.015643	1.000000
-34.491961	3.015644	1.000000
-34.491958	3.017335	1.000000
-34.491958	3.017336	1.000000
-34.491958	3.017337	1.000000
-34.491955	3.019028	1.000000
-34.491955	3.019029	1.000000
-34.491955	3.019030	1.000000
-34.491945	3.024987	1.000000
-34.491945	3.024988	1.000000
-34.491945	3.024989	1.000000
-34.491942	3.026680	1.000000
-34.491942	3.026681	1.000000
-34.491942	3.026682	1.000000
-34.491931	3.033301	1.000000
-34.491931	3.033302	1.000000
-34.491931	3.033303	1.000000
-34.491928	3.034994	1.000000
-34.491928	3.034995	1.000000
-34.491928	3.034996	1.000000
-34.491908	3.046909	1.000000
-34.491908	3.046910	1.000000
-34.491908	3.046911	1.000000
-34.491905	3.048603	1.000000
-34.491905	3.048604	1.000000
-34.491905	3.048605	1.000000
-34.491865	3.072432	1.000000
-34.491865	3.072433	1.000000
-34.491865	3.072434	1.000000
-34.491859	3.075610	1.000000
-34.491859	3.075611	1.000000
-34.491859	3.075612	1.000000
-34.491848	3.082050	1.000000
-34.491848	3.082051	1.000000
-34.491848	3.082052	1.000000
-34.491839	3.087723	1.000000
-34.491839	3.087724	1.000000
-34.491839	3.087725	1.000000
-34.491771	3.127429	1.000000
-34.491771	3.127430	1.000000
-34.491771	3.127431	1.000000
-34.491769	3.129121	1.000000
-34.491769	3.129122	1.000000
-34.491769	3.129123	1.000000
-34.491766	3.130814	1.000000
-34.491766	3.130815	1.000000
-34.491766	3.130816	1.000000
-34.491763	3.132506	1.000000
-34.491763	3.132507	1.000000
-34.491763	3.132508	1.000000
-34.491760	3.134199	1.000000
-34.491760	3.134200	1.000000
-34.491760	3.134201	1.000000
-34.491752	3.138869	1.000000
-34.491752	3.138870	1.000000
-34.491752	3.138871	1.000000
-34.491741	3.145486	1.000000
-34.491741	3.145487	1.000000
-34.491741	3.145488	1.000000
-34.491729	3.152490	1.000000
-34.491729	3.152491	1.000000
-34.491729	3.152492	1.000000
-34.491726	3.154182	1.000000
Column 227| A:0	C:95	G:0	T:1	-:0	
Likelihood	Scale	Scale2
-12.923601	1.000000	1.000000
-12.923601	1.000000	1.000000
-12.923601	1.000001	1.000000
-12.923601	1.000002	1.000000
-12.923591	1.011945	1.000000
-12.923591	1.011946	1.000000
-12.923591	1.011947	1.000000
-12.923590	1.012815	1.000000
-12.923590	1.012816	1.000000
-12.923590	1.012817	1.000000
-12.923588	1.015326	1.000000
-12.923588	1.015327	1.000000
-12.923588	1.015328	1.000000
-12.923585	1.018824	1.000000
-12.923585	1.018825	1.000000
-12.923585	1.018826	1.000000
-12.923572	1.034124	1.000000
-12.923572	1.034125	1.000000
-12.923572	1.034126	1.000000
-12.923569	1.037004	1.000000
-12.923569	1.037005	1.000000
-12.923569	1.037006	1.000000
-12.923558	1.049556	1.000000
-12.923558	1.049557	1.000000
-12.923558	1.049558	1.000000
-12.923557	1.050425	1.000000
-12.923557	1.050426	1.000000
-12.923557	1.050427	1.000000
-12.923552	1.056782	1.000000
-12.923552	1.056783	1.000000
-12.923552	1.056784	1.000000
-12.923551	1.057651	1.000000
-12.923551	1.057652	1.000000
-12.923551	1.057653	1.000000
-12.923547	1.062312	1.000000
-12.923547	1.062313	1.000000
-12.923547	1.062314	1.000000
-12.923546	1.063182	1.000000
-12.923546	1.063183	1.000000
-12.923546	1.063184	1.000000
-12.923546	1.064051	1.000000
-12.923546	1.064052	1.000000
-12.923546	1.064053	1.000000
-12.923545	1.064920	1.000000
Column 228| A:1	C:0	G:95	T:0	-:0	
Likelihood	Scale	Scale2
-11.135849	1.000000	1.000000
-11.135849	1.000000	1.000000
-11.135849	1.000001	1.000000
-11.135849	1.000002	1.000000
-11.135840	1.008240	1.000000
-11.135840	1.008241	1.000000
-11.135840	1.008242	1.000000
-11.135839	1.009323	1.000000
-11.135839	1.009324	1.000000
-11.135839	1.009325	1.000000
-11.135795	1.049968	1.000000
-11.135795	1.049969	1.000000
-11.135795	1.049970	1.000000
-11.135788	1.056063	1.000000
-11.135788	1.056064	1.000000
-11.135788	1.056065	1.000000
-11.135679	1.157620	1.000000
-11.135679	1.157621	1.000000
-11.135679	1.157622	1.000000
-11.135677	1.158701	1.000000
-11.135677	1.158702	1.000000
-11.135677	1.158703	1.000000
-11.135676	1.159782	1.000000
-11.135676	1.159783	1.000000
-11.135676	1.159784	1.000000
-11.135675	1.160863	1.000000
-11.135675	1.160864	1.000000
-11.135675	1.160865	1.000000
-11.135669	1.166773	1.000000
-11.135669	1.166774	1.000000
-11.135669	1.166775	1.000000
-11.135655	1.179194	1.000000
-11.135655	1.179195	1.000000
-11.135655	1.179196	1.000000
-11.135652	1.182538	1.000000
-11.135652	1.182539	1.000000
-11.135652	1.182540	1.000000
-11.135650	1.183618	1.000000
-11.135650	1.183619	1.000000
-11.135650	1.183620	1.000000
-11.135645	1.189003	1.000000
-11.135645	1.189004	1.000000
-11.135645	1.189005	1.000000
-11.135639	1.194341	1.000000
-11.135639	1.194342	1.000000
-11.135639	1.194343	1.000000
-11.135638	1.195422	1.000000
-11.135638	1.195423	1.000000
-11.135638	1.195424	1.000000
-11.135636	1.196503	1.000000
-11.135636	1.196504	1.000000
-11.135636	1.196505	1.000000
-11.135635	1.197583	1.000000
-11.135635	1.197584	1.000000
-11.135635	1.197585	1.000000
-11.135623	1.209284	1.000000
-11.135623	1.209285	1.000000
-11.135623	1.209286	1.000000
-11.135622	1.210364	1.000000
-11.135622	1.210365	1.000000
-11.135622	1.210366	1.000000
-11.135620	1.211445	1.000000
-11.135620	1.211446	1.000000
-11.135620	1.211447	1.000000
-11.135619	1.212525	1.000000
-11.135619	1.212526	1.000000
-11.135619	1.212527	1.000000
-11.135613	1.218158	1.000000
-11.135613	1.218159	1.000000
-11.135613	1.218160	1.000000
-11.135612	1.219238	1.000000
-11.135612	1.219239	1.000000
-11.135612	1.219240	1.000000
-11.135611	1.220318	1.000000
-11.135611	1.220319	1.000000
-11.135611	1.220320	1.000000
-11.135600	1.230290	1.000000
-11.135600	1.230291	1.000000
-11.135600	1.230292	1.000000
-11.135599	1.231370	1.000000
-11.135599	1.231371	1.000000
-11.135599	1.231372	1.000000
-11.135598	1.232450	1.000000
-11.135598	1.232451	1.000000
-11.135598	1.232452	1.000000
-11.135596	1.233530	1.000000
-11.135596	1.233531	1.000000
-11.135596	1.233532	1.000000
-11.135583	1.245942	1.000000
-11.135583	1.245943	1.000000
-11.135583	1.245944	1.000000
-11.135582	1.247022	1.000000
-11.135582	1.247023	1.000000
-11.135582	1.247024	1.000000
-11.135579	1.250173	1.000000
-11.135579	1.250174	1.000000
-11.135578	1.250175	1.000000
-11.135574	1.254644	1.000000
-11.135574	1.254645	1.000000
-11.135574	1.254646	1.000000
-11.135568	1.259754	1.000000
-11.135568	1.259755	1.000000
-11.135568	1.259756	1.000000
-11.135556	1.270611	1.000000
-11.135556	1.270612	1.000000
-11.135556	1.270613	1.000000
-11.135550	1.276571	1.000000
-11.135550	1.276572	1.000000
-11.135550	1.276573	1.000000
-11.135549	1.277650	1.000000
-11.135549	1.277651	1.000000
-11.135549	1.277652	1.000000
-11.135539	1.286723	1.000000
-11.135539	1.286724	1.000000
-11.135539	1.286725	1.000000
-11.135538	1.287802	1.000000
-11.135538	1.287803	1.000000
-11.135538	1.287804	1.000000
-11.135537	1.288882	1.000000
-11.135537	1.288883	1.000000
-11.135537	1.288884	1.000000
-11.135536	1.289961	1.000000
-11.135536	1.289962	1.000000
-11.135536	1.289963	1.000000
-11.135534	1.291041	1.000000
-11.135534	1.291042	1.000000
-11.135534	1.291043	1.000000
-11.135533	1.292120	1.000000
-11.135533	1.292121	1.000000
-11.135533	1.292122	1.000000
-11.135528	1.296656	1.000000
-11.135528	1.296657	1.000000
-11.135528	1.296658	1.000000
-11.135527	1.297736	1.000000
-11.135527	1.297737	1.000000
-11.135527	1.297738	1.000000
-11.135503	1.320244	1.000000
-11.135503	1.320245	1.000000
-11.135503	1.320246	1.000000
-11.135498	1.324812	1.000000
-11.135498	1.324813	1.000000
-11.135498	1.324814	1.000000
-11.135497	1.325891	1.000000
-11.135497	1.325892	1.000000
-11.135497	1.325893	1.000000
-11.135496	1.326970	1.000000
-11.135496	1.326971	1.000000
-11.135496	1.326972	1.000000
-11.135494	1.328049	1.000000
-11.135494	1.328050	1.000000
-11.135494	1.328051	1.000000
-11.135465	1.355665	1.000000
-11.135465	1.355666	1.000000
-11.135465	1.355667	1.000000
-11.135463	1.356743	1.000000
-11.135463	1.356744	1.000000
-11.135463	1.356745	1.000000
-11.135462	1.357822	1.000000
-11.135462	1.357823	1.000000
-11.135462	1.357824	1.000000
-11.135456	1.363551	1.000000
-11.135456	1.363552	1.000000
-11.135456	1.363553	1.000000
-11.135448	1.371142	1.000000
-11.135448	1.371143	1.000000
-11.135448	1.371144	1.000000
-11.135447	1.372220	1.000000
-11.135447	1.372221	1.000000
-11.135447	1.372222	1.000000
-11.135436	1.382340	1.000000
-11.135436	1.382341	1.000000
-11.135436	1.382342	1.000000
-11.135435	1.383419	1.000000
-11.135435	1.383420	1.000000
-11.135435	1.383421	1.000000
-11.135434	1.384497	1.000000
-11.135434	1.384498	1.000000
-11.135434	1.384499	1.000000
-11.135426	1.391244	1.000000
-11.135426	1.391245	1.000000
-11.135426	1.391246	1.000000
-11.135425	1.392322	1.000000
-11.135425	1.392323	1.000000
-11.135425	1.392324	1.000000
-11.135424	1.393400	1.000000
-11.135424	1.393401	1.000000
-11.135424	1.393402	1.000000
-11.135406	1.410262	1.000000
-11.135406	1.410263	1.000000
-11.135406	1.410264	1.000000
-11.135397	1.418577	1.000000
-11.135397	1.418578	1.000000
-11.135397	1.418579	1.000000
-11.135384	1.430248	1.000000
-11.135384	1.430249	1.000000
-11.135384	1.430250	1.000000
-11.135275	1.531384	1.000000
-11.135275	1.531385	1.000000
-11.135275	1.531386	1.000000
-11.135274	1.532460	1.000000
-11.135274	1.532461	1.000000
-11.135274	1.532462	1.000000
-11.135256	1.549297	1.000000
-11.135256	1.549298	1.000000
-11.135256	1.549299	1.000000
-11.135255	1.550373	1.000000
-11.135255	1.550374	1.000000
-11.135255	1.550375	1.000000
-11.135254	1.551450	1.000000
-11.135254	1.551451	1.000000
-11.135254	1.551452	1.000000
-11.135246	1.558497	1.000000
-11.135246	1.558498	1.000000
-11.135246	1.558499	1.000000
-11.135231	1.572269	1.000000
-11.135231	1.572270	1.000000
-11.135231	1.572271	1.000000
-11.135230	1.573345	1.000000
-11.135230	1.573346	1.000000
-11.135230	1.573347	1.000000
-11.135229	1.574421	1.000000
-11.135229	1.574422	1.000000
-11.135229	1.574423	1.000000
-11.135218	1.584867	1.000000
-11.135218	1.584868	1.000000
-11.135218	1.584869	1.000000
-11.135214	1.588630	1.000000
-11.135214	1.588631	1.000000
-11.135214	1.588632	1.000000
-11.135203	1.598560	1.000000
-11.135203	1.598561	1.000000
-11.135203	1.598562	1.000000
-11.135190	1.610673	1.000000
-11.135190	1.610674	1.000000
-11.135190	1.610675	1.000000
-11.135189	1.611749	1.000000
-11.135189	1.611750	1.000000
-11.135189	1.611751	1.000000
-11.135188	1.612824	1.000000
-11.135188	1.612825	1.000000
-11.135188	1.612826	1.000000
-11.135183	1.617344	1.000000
-11.135183	1.617345	1.000000
-11.135183	1.617346	1.000000
-11.135179	1.621059	1.000000
-11.135179	1.621060	1.000000
-11.135179	1.621061	1.000000
-11.135174	1.625903	1.000000
-11.135174	1.625904	1.000000
-11.135174	1.625905	1.000000
-11.135172	1.626979	1.000000
-11.135172	1.626980	1.000000
-11.135172	1.626981	1.000000
-11.135064	1.727883	1.000000
-11.135064	1.727884	1.000000
-11.135064	1.727885	1.000000
-11.135059	1.732683	1.000000
-11.135059	1.732684	1.000000
-11.135059	1.732685	1.000000
-11.135058	1.733758	1.000000
-11.135058	1.733759	1.000000
-11.135058	1.733760	1.000000
-11.135048	1.742275	1.000000
-11.135048	1.742276	1.000000
-11.135048	1.742277	1.000000
-11.135018	1.771069	1.000000
-11.135018	1.771070	1.000000
-11.135018	1.771071	1.000000
-11.135016	1.772143	1.000000
-11.135016	1.772144	1.000000
-11.135016	1.772145	1.000000
-11.135006	1.781442	1.000000
-11.135006	1.781443	1.000000
-11.135006	1.781444	1.000000
-11.135005	1.782516	1.000000
-11.135005	1.782517	1.000000
-11.135005	1.782518	1.000000
-11.135004	1.783589	1.000000
-11.135004	1.783590	1.000000
-11.135004	1.783591	1.000000
-11.135003	1.784663	1.000000
-11.135003	1.784664	1.000000
-11.135003	1.784665	1.000000
-11.135002	1.785736	1.000000
-11.135002	1.785737	1.000000
-11.135002	1.785738	1.000000
-11.134948	1.836097	1.000000
-11.134948	1.836098	1.000000
-11.134948	1.836099	1.000000
-11.134944	1.839179	1.000000
-11.134944	1.839180	1.000000
-11.134944	1.839181	1.000000
-11.134932	1.850365	1.000000
-11.134932	1.850366	1.000000
-11.134932	1.850367	1.000000
-11.134931	1.851438	1.000000
-11.134931	1.851439	1.000000
-11.134931	1.851440	1.000000
-11.134930	1.852510	1.000000
-11.134930	1.852511	1.000000
-11.134930	1.852512	1.000000
-11.134927	1.855811	1.000000
-11.134927	1.855812	1.000000
-11.134927	1.855813	1.000000
-11.134880	1.898943	1.000000
-11.134880	1.898944	1.000000
-11.134880	1.898945	1.000000
-11.134879	1.900015	1.000000
-11.134879	1.900016	1.000000
-11.134879	1.900017	1.000000
-11.134863	1.915106	1.000000
-11.134863	1.915107	1.000000
-11.134863	1.915108	1.000000
-11.134862	1.916178	1.000000
-11.134862	1.916179	1.000000
-11.134862	1.916180	1.000000
-11.134861	1.917249	1.000000
-11.134861	1.917250	1.000000
-11.134861	1.917251	1.000000
-11.134860	1.918321	1.000000
-11.134860	1.918322	1.000000
-11.134860	1.918323	1.000000
-11.134858	1.919393	1.000000
-11.134858	1.919394	1.000000
-11.134858	1.919395	1.000000
-11.134857	1.920465	1.000000
-11.134857	1.920466	1.000000
-11.134857	1.920467	1.000000
-11.134853	1.924570	1.000000
-11.134853	1.924571	1.000000
-11.134853	1.924572	1.000000
-11.134852	1.925642	1.000000
-11.134852	1.925643	1.000000
-11.134852	1.925644	1.000000
-11.134851	1.926714	1.000000
-11.134851	1.926715	1.000000
-11.134851	1.926716	1.000000
-11.134849	1.927785	1.000000
-11.134849	1.927786	1.000000
-11.134849	1.927787	1.000000
-11.134848	1.928857	1.000000
-11.134848	1.928858	1.000000
-11.134848	1.928859	1.000000
-11.134776	1.995899	1.000000
-11.134776	1.995900	1.000000
-11.134776	1.995901	1.000000
-11.134759	2.012193	1.000000
-11.134759	2.012194	1.000000
-11.134759	2.012195	1.000000
-11.134747	2.023787	1.000000
-11.134747	2.023788	1.000000
-11.134747	2.023789	1.000000
-11.134745	2.024857	1.000000
-11.134745	2.024858	1.000000
-11.134745	2.024859	1.000000
-11.134740	2.030145	1.000000
-11.134740	2.030146	1.000000
